Water.Soil.Ratio,Sample.ID,Study,Sample.Number,DNA.Extr.MicropH.MoBio,Lab.CO2.MicropH,High.CO2.MicropH,Tube.Empty.g,Moist.Soil.g,Water.Added.mL,Tube.Dry.Soil.g,Dry.Soil.g,Soil.Water.Content.mass,Target.Water.Soil.ratio,Real.Water.Soil.ratio,Error.Water.Soil.ratio,Perc.Sand,Perc.Silt,Perc.Clay,Texture.Name,OM.perc,Scoop.Density.g.4.24.cc,Soil.pH,Sikora.pH,Total.N.perc,Total.Org.C.perc,Bray.1.P.ppm,K.ppm,K.perc.CEC,AmmAcet.Ca.ppm,Ca.perc.CEC,Mg.ppm,Mg.perc.CEC,Na.ppm,Na.perc.CEC,Est.Acidity.Hplus.meq.100g,Hplus.perc.CEC,CEC.summation.meq.100g,Date.of.Collection,Station.Name,St.pH.WSS,Site.Number,Upper.Depth.cm,Lower.Depth.cm
1-to-4,221-Sp4-Cr11-0-20,Spooner,221,,7.17,6.93,1.041,1.596,0.399,2.456,1.415,0.113,0.25,0.282,-0.032,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,222-Sp4-Cr12-0-20,Spooner,222,,7.2,6.51,1.065,1.676,0.419,2.56,1.495,0.108,0.25,0.28,-0.03,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,223-Sp5-Cr13-0-20,Spooner,223,,6.82,6.89,1.028,1.562,0.391,2.387,1.359,0.13,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,224-Sp5-Cr14-0-20,Spooner,224,,6.56,6.25,1.037,1.673,0.418,2.512,1.475,0.118,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,225-Sp5-Cr15-0-20,Spooner,225,,6.97,6.76,1.05,1.579,0.395,2.444,1.394,0.117,0.25,0.283,-0.033,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,226-Sp6-Cr16-0-15,Spooner,226,,7.41,7.14,1.022,1.646,0.412,2.449,1.427,0.133,0.25,0.288,-0.038,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,227-Sp6-Cr17-0-20,Spooner,227,,6.64,6.7,1.064,1.613,0.403,2.452,1.388,0.139,0.25,0.291,-0.041,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,228-Sp6-Cr18-0-20,Spooner,228,,6.74,6.39,1.034,1.642,0.411,2.476,1.442,0.122,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,229-Sp7-Cr19-0-20,Spooner,229,,4.8,4.95,1.036,1.625,0.406,2.447,1.411,0.132,0.25,0.288,-0.038,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,230-Sp7-Cr20-0-20,Spooner,230,,4.58,4.81,1.078,1.607,0.402,2.475,1.397,0.131,0.25,0.288,-0.038,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,231-Sp7-Cr21-0-13,Spooner,231,,5.8,5.89,1.048,1.589,0.397,2.414,1.366,0.14,0.25,0.291,-0.041,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,232-Sp8-Cr22-0-20,Spooner,232,,5.91,6.1,1.045,1.663,0.416,2.487,1.442,0.133,0.25,0.288,-0.038,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,233-Sp8-Cr23-0-20,Spooner,233,,6.9,6.34,1.043,1.611,0.403,2.448,1.405,0.128,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,234-Sp8-Cr24-0-20,Spooner,234,,6.45,6.16,1.032,1.639,0.41,2.47,1.438,0.123,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,235-Sp9-Cr25-0-15,Spooner,235,,6.88,6.69,1.049,1.531,0.383,2.388,1.339,0.125,0.25,0.286,-0.036,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,236-Sp9-Cr26-0-20,Spooner,236,,7.2,6.55,1.044,1.611,0.403,2.446,1.402,0.13,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,237-Sp9-Cr27-0-15,Spooner,237,,7.2,7.13,1.041,1.609,0.402,2.425,1.384,0.14,0.25,0.291,-0.041,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,238-Sp10-Cr28-0-20,Spooner,238,,5.48,5.77,1.066,1.612,0.403,2.485,1.419,0.12,0.25,0.284,-0.034,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,239-Sp10-Cr29-0-15,Spooner,239,,6.64,6.23,1.074,1.594,0.399,2.463,1.389,0.129,0.25,0.287,-0.037,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,240-Sp10-Cr30-0-20,Spooner,240,,5.74,5.93,1.033,1.591,0.398,2.43,1.397,0.122,0.25,0.285,-0.035,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,241-Sp-A-Hor-Fridge,,241,,,,1.036,1.531,0.383,2.531,1.495,0.024,0.25,0.256,-0.006,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
1-to-4,242-Sp-B-Hor-Fridge,,242,,,,1.066,1.621,0.405,2.678,1.612,0.006,0.25,0.251,-0.001,,,,,,,,,,,,,,,,,,,,,,,,Spooner,,,,
